Review	Relabel
생각했던 것 보다 얇고 가죽냄새는 많이 안나는데 총 기장이 조금 짧아요	0
진짜 에션셜중에 에센셜입니다 활용하기 너무 좋아요	1
옷핏 옷감 정말 이길 브랜드가 없는거 같아요 너무 좋아요	1
괜찮은 니트 건졌네여 올겨울 잘 입을께요 감사링ㅎㅎ	1
가성비 최고네요 재질도 재질이지만무엇보다 핏이 정말 잘 나옵니다 코트 입문하실분에게 강추입니다기본형 싱글코트라 유행도 안 타겠네요이제 날 뜨셔지는데 만약에 이월할인 같은거 때리면 하나더 구매해야겠네요	1
블랙진 처음인데 너무 만족하고 갑니다 핏도 너무 좋아요	1
구매 후 가격이 더 내려가서 아쉽지만 애초 가격이 좋은 편이고 막 입기 좋네요	0
배송도 빠르고 평상시에 너무 편하게 입고 있어요 무신사 슬랙스 최고인것 같아요	1
두툼하고 짱짱하네요 옷이 짱짱하니 몸도 좋아보이네요	1
진짜 너무 예쁩니다 처음산 블레이져인데 사이즈도 큰게 나오구 암튼 최고	1
옷 색감도 예쁘고 재질도 너무 좋네요 옷도 예뻐서 스타일링하기 너무 좋아요	1
역시 무탠다드 가성비 최고입니다 핏 보온성 품질 뭐 하나 빠지는게 없네요	1
최고의 핏이라도 자부할 수 있습니다 그대신 보풀은 아쉬워요	1
소재가 좋고 색도 이쁩니다 오버사이즈라그런지 코트길이도 꽤 기네요 다만 주머니에 손을 넣을 수 없다는 게 좀 아쉽긴합니다 ㅠ	1
안에 기모라서 따숩게 입을 수 있습니다투웨이라 다양하게 연출 할 수 있고요지퍼도 보드라워서 야무지게 열고 닫을 수 있숩니다근데 후드끈이 흰색이 아니고 크림색이라 많이 입어서누렇게 색 바랜 느낌 요부분은 쪼끔 아쉽습니다	0
가성비 슬랙스는 무탠다드가 최고인 거 같아요 편하고 이쁩니다	1
블레이저 첫입문인데 사이즈도 잘맞고 최고에요	1
질감도좋고  핏도좋은ㄷ 제 사이즈 기준 이 좀더 넉넉했을듯 좀껴용	1
옷 색감이 너무 이쁘다고 친구들이 칭찬해줬습니다ㅎㅎ	1
교복이 된거같아 너무 아쉽지만 디자인도 소재도 포기할 수가 없네요	0
겨울용이 없는게 아쉽네요 겨울용보다 많이 얇아요	0
생각보다 두툼하고 괜찬긴 한데 밑단 시보리가 좀 더 조여줫느몀 완벽햇겠네요	1
가성비 좋습니다 다만 안감 등부분에 실밥 마감이 아쉽습니다	0
품이커서 묶는게 귀엽구요 따뜻하긴한데 물론 한겨울용은 아니에요 좀 무게감이 있는편입니당  블프세일할때 쿠폰까지 껴서 싸게 잘샀어용 ㅎㅎ	1
갓탠다드 가성비갑입니다 무신사 모르던시절 다른쇼핑몰에서 주문을 많이 했었는데 그때 블레이저가 가격도 더 비쌌으나 재질도 안좋았는데 무탠다드는 그냥 모든게 완벽입니다 ㅎㅎ	1
코트 입문으로 입기 좋음 근데 좀 무거웠음 그건 좀 아쉽	0
사이즈 크다해서 작게 주문했는데 너무 작아서 그냥 정사이즈 로 교환했습니다 정사이즈가 조금 여유있게 좋네요 기본 크루넥 니트로 이쁜거같습니다	1
무겁고 길다는 후기가 많아 걱정했는데 가격대비 가성비 최고인것 같아요 크게 무겁지도 않고 일반코트보다 조금 무거운정도 길이는 딱 굽있는 신발 신고 적당한것 같아요	1
검수 잘 하겠다면서요ㅋㅋ 엘무드에서 옷 여태 딱 두 벌 샀는데 둘 다 하자가 심하네요 찢어진걸 왜 자꾸 파세요ㅋㅋ 여긴 살때마다 이모양이네	0
완전이쁘고 유니크합니다 색도좋고 핏도최고예요	1
저 진짜 년 인생 이런 바지는 처음입니다어떻게 제 체형에 맞춰 만든 것처럼 완벽할 수 있는거죠 늘 통이 마음에 들면 허리가 크고 허리가 맞으면 허벅지가 안맞았는데 허리허벅지통색감재질편안함까지 박자를 전부 맞춘 최고의 바지 입니다 맨투맨이랑 잘 어울려서 이거만 입고 다닙니다   이렇게 하면 되는거죠 토피	1
  엘무드 니트 예쁘네요 숏패딩에도 어울리고 코트나 라이더 블레이져할거없이 기본코디에는 다 입을수있어요	1
옥스포드 셔츠에 받쳐입으려고 샀는데 단독으로 입어도 예뻐요 만족합니다	1
상품은 좋은데 사이즈를 미스했네요다른 사람들 후기를 보고 도 맞겠다 싶었는데역시 사바사인 것 같습니다상품은 너무 좋아요 저와 동일 조건이라면 사이즈를 추천합니다살을 조금 빼고 입든지 해야겠습니다	1
사람들이 엘무드 니트 좋다고 하는 이유가 있네요맨살에 입어도 쌉가능 ㄹㅎㅎ구매하세요	1
저에게 기장도 딱 맞고 핏도 세미와이드로 적당하게 넓네요 활동성도 너무 좋아요	1
인생니트 찾았습니다 꽈배기 니트는 싫고 적당한 두께감으로 이너나 단품으로 입을 수 있는 니트 사고싶었는데 딱이네요 ㅎㅎ 심지어 따듯해요	1
싼 가격에 구매했습니다 옷 스타일은 좋은데 소매부분이랑 허리부분이 너무 벌어지네요	0
역시 무탠다드 핏이 너무 좋다 최고입니다 가성비 최강	1
블프 할인때 저렴하게 잘 샀어요 기장이 생각보다 길지만 그만큼 더 예쁜 거 같아요	1
여름에편하게입고다니기에는 최고인듯합니다	1
블프때 세일가로 사보고 너무 맘에 들어서 두 번째 구매합니다 가격대비 퀄리티 좋아요	1
말해뭐하나요 무신사 스탠다드가 낳은 최고 히트입니다	1
색감도 좋구 재질도 좋아서 전혀 까슬거리지도 않아서 입기 좋아요 추천드립니다	1
보풀과 보온성은 봐야겠지만 전체적인 기장감이나 핏은 굉장히 마음에 듭니다	1
처음으로 후들이 바지 샀는데 너무 좋아요 엄청 편해요 키가 작아서 바지 살때 항상 고생인데 잘 맞아요 폭보다 기장보고 사셔야할듯	1
너무 까슬까슬 하지 않아서 맨살에 입어도 안불편했어유색감 이뻐유 좋아유	1
더현대에서 입어 봤는데 너무 예뻐서 바로 샀습니다상품 사진 색이랑 실물 색이랑 너무 달라요실물 색감 정말 이쁩니다차콜색이랑 잘 붙어서 이번 겨울에 잘 활용할 듯 합니다	1
많이 찐한 오렌지색은 아닙니다 따뜻하고 좋아요	1
털이 너무 심하게 빠져요냄새도 너무 심하고둘 다 세탁하고 나서도 여전합니다제가 머물고 간 자리에 털이 가득해요밥먹을때 음식에 들어가고마스크를 써도 들어와요같은 제품 그레이는 이정도까진 아니었는데 이건 너무 심해서 버리고 싶네요	0
에게는 너무 큽니다ㅜㅜㅠㅠ 바지가 진짜 가슴 바로 아래 까지 올라옵니다ㅜㅠㅠ 아무리 와이드 사이즈라고 해도 너무 큰거 같고요 그래서 그냥 환줄하고 싶은데 그럴 수도 없는 상황이여서 엄청 난감하네요	0
무탠 세일기간 때 싸게샀는데 가성비 최고입니다	1
역시 시그니처네요 부들부들하고 핏이 너무 좋아요ㅎㅎ기장이 길어서 좋습니다	1
진짜 만원대에서 이런 제품이 어떻게 나오나 싶습니다 핏 가격 재질 모든게 완벽 그자체	1
요즘 제가 제일 자주 입는 옷이에요 적당한 두께감에 딱 떨어지는 기장감에 모든게 완벽이에요 밑에 슬랙스 입고 이 가디건 하나 걸치면 댄디 코디 뚝딱이에요	1
너무 이뻐요 꺙맨 짱맨 역시 믿고사요 핑크도 구매합니다	1
직장인으로서 휘뚜루마뚜루 편하게 입을수있어서 너무 좋아요	1
가격에 비해 굉장히 괜찮습니다 색이 생각과 다르지만 괜찮아요	1
스타일 핏 가격 너무 다 좋은데다섯번 착용햇나보풀이 너무 잘 생겨요 ㅜ창피합니다그래도 가격이 저렴하니 잠시나마 간지를 낼수잇어요싼게 비지떡 올도 잘 나가요	0
너무 예뻐요 구김이나 먼지붙음 있다고 해서 걱정했는데 그렇지도 않고 핏이 최고에요	1
엘무드 니트만 세개째에요색깔도 제품도 너무 맘에 들어요	1
색감이 최고입니다 고민하다가 샀는데 후회없어요	1
무탠다드 블레이져 벌써 두번째 구매합니다  크게 입고싶어서 릴렉스드로 샀는데 너무 좋아요 	1
세미오버라했는데 어깨가 좀 있는편이라 그런지 그냥 정핏이 돼버럈네요 ㅠ 사이즈밖에 없어서 아쉽네요 촉감 부드럽고  괜찮습니다	0
다른브랜드 소가죽 구매했다가 너무 무거워서 양가죽 갔는데 부드럽고 만족합니다가볍고 핏도 이쁘게 나오는게 너무 좋아요	1
무신사 첫 구매입니다 매번 유니클로에서 구매 후 기장수선해서 입었는데요 이 제품은 기장수선도 안해도되고 벨트도 딱히 필요없는 완벽한 제 사이즈네요 수선에 대한 부담이 있었는데 너무 좋아요	1
눈갱 죄송합니다ㅎㅎ그냥 저냥 이곳저곳 편하게 입고다니기 너무 좋아요	0
세미정장이 필요했는데 무탠다드가 역시 가성비 최고네요가격대비 품질이 너무 좋습니다 마감이나 핏이 좋아요 ㅎㅎ 비싼 정장 살 필요 없습니다	1
원단 탄탄 지퍼 좋고 투웨이라 편함비싼 느낌인데 저렴해서 너무 좋아요	1
다른 사이즈에 비해 커요 저랑 비슷하시면 사시면 될거 같아요	0
깔끔한 검정색에 촉감도 좋아 코디와 실효성에 좋습니다	1
옷 너무 마음에 들고 믿고 사는 브랜드입니다 추천합니다	1
솔직히 그리 기대안하고 니트 필요해서 산건데 기대 이상으로 재질이나 핏감이 우수하네요 가격대비 충분히 만족하고 있어요 본인 스펙은 에  입니다	1
기본으로 입을 수 있는 블랙데님인데 예상보다 어두워서 먼지가 잘 붙는게 개인적으로는 조금 아쉽습니다다만 정말 기본 컬러라 어디에 입어도 괜찮을 듯한 느낌	0
이 옷 정말 핏이 아주 좋아요 입었을때 제 몸 라인에 따라 자연스럽게 붙는 느낌 컬러도 쨍해서 입으면 기분 전환이 돼요 워낙 그린색을 좋아하는데다가 올 겨울 이 그린계열이 유행인 듯한 느낌도 있어서 패셔너블하게 잘 입고 있어요 바지 치마 다 어울리고 저는 키가 작아서 길어요  사이즈 구매했습니다 추천합니다	1
촉감좋고 예쁘고 너무 좋아요 아직은 좀 더운데 쌀쌀해지면 자주 입을것 같아요	1
사이즈는랑 색감은 너무 맘에 들어요 핏이 아주 약간 루즈핏 느낌이고 구김이 좀 많은채로 온 점이 조금 아쉬웠어요	0
세트로 입고 다니기 좋네여다만 사이즈가 약간 커서 아쉽긴 합니다	0
제가 원했던 쨍한 색감의 초록색 니트라서 너무 예뻤어요 시보리에 힘이 없긴 한데 저처럼 넣어서 입으면 예쁘게 나올 기장감입니다	1
두께도 적당해서 봄 가을에 입기 좋고 색도 이쁘고 핏도 이쁩니다 다만 저한테는 기장이 조금 긴 편이라 아쉽네요	0
논기모라 아쉽지만 ㅜ 핏 생각했던 것보단 괜찮아요 네이비레드  필승 조합	0
좋아용코튼소재 상품들은  이 없다는게 아쉽지만그래도 오버핏으로 입기 좋긴합니다살때마다 항상 이뻐서 만족해요	0
팔에서 떨어지는 핏이 너무 이쁘고 포인트용으로 너무 좋아요	1
가볍고 두께감이 은근 얇아요 상당히 오버사이즈라 한겨울엔 레이어드해서 입으면 충분할거같습니다 다만 주머니 각이 너무 무너져서 신경이 조금 쓰이네요	0
상품이 완벽하게 왔고요 제가 원하던 핏 나와서 다행이에요	1
가성비 좋아요 쿠폰으로 잘 샀습니다 항상 만족함	0
원톤바지랑 입으면 가을여자느낌이 강학 들어요품이 널널하다보니까 안에 레이어드해서 입을수있어서 좋아요	1
색도 똑같고 두께도 봄가을겨울 다가능하고 재질도 좋고 이쁘네요	1
색갈 포인트로 좋네요이랑 둘다 사봤는데둘다잘맞아요 근데 목부분 넓이는 차이많이남 	1
너무 편하고 핏도 너무 좋아요 가성비 최고에 데일리 슬랙스에오	1
길이에 맞추다보니까 허리가 큰데 벨트하면 괜찮은듯 합니다 얇아서 여름에 입기 좋아요 	0
개빡친다 ㅋㅋ 문의를 해봤으나 돌아오는 건 매크로 답변이라 여기 씀 ㅋㅋ 사기 전에 이 글 꼭 보세요 한달전쯤 사서 바지 빨려고 주머니 뒤지는데 뒷주머니에서 내가 갈 수도 살 수도 없는 매장의 영수증 튀어나옴	0
두께감 있고 질이 좋아서 좋긴한데 다른 댓글처럼 냄새가 심해요 좀 관리하고나서 입어야할듯ㅜㅜ	0
아보카도 색깔 이뻐요 믿고사는 엘무드 부드러워요	1
블론드나인 처음접했는데 굉장히만족스러워요	1
저렴한 가격에 가성비 좋은 제품을 사서 너무 좋아요  사이즈도 넉넉하고 좋아요	1
사이즈를 할지 할지 백만번 고민하다가 그래도 남자옷이니 클것같아서 샀습니다 너무 맘에 들어요 ㅎㅎ 살짝 무겁긴 한데 재질도 좋고 팔 길이도 너무 좋고 자주 입을것 같네요  잘입겠습니다 칼배송도 너무 체곱니다	1
가성비 짱 무탠다드 스랙스 너무 좋아요 추천드려요	1
몸에도 잘맞고 사이즈도 괜찮고 색깔도 좋고 나름따뜻해요	1
제가 키가 너무 작아서 그런지 너무 길지만 너무 예뻐요	1
젛아요 원단도 괜찮고 핏이 최고 하지만 전체적인 퀄리티는 악 오만원 정도임	1
역시 무탠다드는 믿고 살 수 있네요 가성비 최고입니다	1
앞부분보다 뒷 부분이 훨씬 짧아서 옆모습이 이상함	0
상품은 나쁘지않습니다 하지만 배송부터 교환까지 한달이 걸리는동안 그어떤 연락도 못받았습니다 늦으면 늦는다 또는 물건이없다 이런 문자라도 받았으면좋았을텐더 아무연락도 없다가 심지어 제가 연락해도 번호도 없는번호이고 고객센터로 문의하니깐 그제서야 확인해서 진행하시네요 거 너무한거 아닙니까 이제 안삼	0
정말 편안하고 데일리룩으로 최고에요여자친구가 사진 찍어줬어요	1
이가격에 살수있는 슬렉스중 최고입니다가성비 아주좋아요 재구매 의사있습니다	1
토피 후드집업 핏 너무 예뻤어서 후드티 나온거 보자마자 타사 후드티 주문 취소하고 바로 회색 검정색으로 구매했어요역시 핏 하나는 끝내줘요근데 휴 마감이 너무 아쉽네요회색 후드티는 밑단 시보리 제봉 부분이 찝혀 있어서 불량 접수했는데 사진상으로 판단이 안된다고 하셔서 우선 배송 보내야하고 검정색 후드티는 모자쪽 제봉 부분이 비뚤어져 있네요회색 후드티는 입었을 때 너무 티가 나서 접수했고 검정색은 모자부분이고 색이 어두워서 잘 안보이니까 그냥 입으려고 해요무신사 골드 등급 찍으면서 한번도 이런걸로 문제 제기한 적 없을만큼 스스로 예민한 편이 아니라고 생각하는데 이건 좀 아닌 것 같네요차라리 이럴거면 돈을 좀 더 받으시더라도 제대로 만드시는게 좋지 않을까 싶습니다두께는 생각보다 얇아요 헤비웨이트도 아니고 기모도 없어요 시즌 상품이라 그런지 간절기에 입기 좋게 나왔어요핏은 여러분들이 생각하시는 루즈핏 제대롭니다	0
좀 작아요기장은 확실히 짧고요 생각보단 얇고 색상은 좋은데 주머니가 비치고 꼬툭튀가 되네요	0
좋은제품 싸게사서 좋네요 많이 파시고 번창하세요	0
생각보다 너무 이쁘고 편함 가성비 최고만족합니다	1
사이즈도 적당하고 실물 완전 이뻐요 다른색도 사고싶어요	1
왜 순위가 높은지 알겠어요무겁지도않고 생각보다 얇지도 않아요선마감들이 조금 아쉽고 제 사이즈에는 살짝 타이트 하긴하지만핏이 좋아서 그냥 입으려구요오늘보다 내일 더 번창하세요 ㅎ	0
가격대비 제품 질이 우수한거 같습니다 핏도 넉넉하니 좋고 재질도 따갑지 않고 부드럽고 보온성도 어느정도는 커버 되서 많이 춥지않은날에는 입기 좋습니다	1
무난하고 너무 좋아요나갈때마다 코디하기 좋아요 	1
너무너무 이쁩니다 이가격에 이런퀼리티 니트도 일단 사기고 흰티레이어드해서입으면 작살나네여	1
사이즈 잘 맞고 색감이나 마감도 양호합니다 지퍼 안쪽부분 검정 마감과 모자 안감 쭈리부분이 좀 저렴해보이는게 단점이지만 가성비는 좋은 것 같습니다	0
정말 최고에요 데일리 셋업 어디에 매칭해도 정말 잘어울려요	1
진짜 여름에 입기 너무 좋아요 엄청 얇아서 입은 것 같지 않아요	1
너무 좋아여 그냥 너무 좋아요 그냥 ㅎㅎ 어디기나 잘어울려	1
깡스타일 형 믿고 샀습니다 유튜브 파이팅 인생 파이팅입니다잇	1
후리한 느낌의 니트 찾으시는 분이면 이거 바로 구매하세요 한 주넘게 기다려서 받앗는데 받은 보람이 잇네요ㅜㅜ부드럽고 짱좋습니다	1
역시 후집은 헤비웨이트가 좋네요 탄탄하고 후드각도 좋고 좋습니다 다만 지퍼가 살짝 아쉽네요	0
사이즈가 생각보다 너무 커요 반품하려다가 배송비가 너무 비싸서 그냥 입으려구요 사이즈 커서 안에 후드 입어도 넉넉해요 	0
적당히 박시한게 위에 입기 좋아요 근데 살짝 거칠거칠해용	0
기본 후드집업 필요 했었는데 저렴해서 가성비 좋아요	0
블랙 세미와이드 슬랙스 구매 만족 후에 더스트 베이지도 구매했습니다 블랙에 비해서 전체적으로 약간 타이트한 느낌이 있습니다 색상은 화면 상품사진보다 좀 더 밝은 편입니다 상품 받고 바로 수선해서 몰랐는데 자세히 보니깐 새상품인데 보플이 좀 있었습니다 확인하고 수선했어야 했는데 좀 아쉽네요 ㅠ 블랙미디움 그레이더스트 베이지 구매했는데 가지 상품 안내 된 실측 사이즈는 다 같은데 사이즈 기준 사이즈가 조금씩 다른 것 같네요 사이즈업이나 다운하기는 예매해서 그냥 입습니다 기장은 길어서 수선했어요	0
살이 좀 쪘는지 제 스펙에 이면 살짝 끼네요 제 스펙이랑 비슷핫면 한 사이즈 업 추천드립니다	0
역시 이쁩니다 최고전 인사일런스가 너무 좋아여	1
전에 할인가로 구매했었는데 이제야 입어봅니다피지컬이 딸리는데 옷이 그나마 커버해주네요 ㅎㅎ	1
   적당히 잘 맞습니다 배송이 아쉽습니다	0
이너로 입어도 좋구 싱글로 입어도 좋구휘뚜루 마뚜루 최고템	1
니트 짜임이 두껍고 오버핏이라 체형이 좀 더 펌핑이 된 느낌이고 데일리로 입기 제격입니다 검정색이라 어떤 스타일이랑도 잘 소화해냅니다	1
구매하고 단독 세탁만 세번하고 착용해 본거에요 봄날 개털 빠지듯이 계속 빠집니다 재질이 너무 안좋은듯요 도저히 안되서 버려야할듯 합니다 구매하시는분들 참고 하세요	0
깔끔한 기본 니트 좋은 가격에 구매했습니다 어깨 봉제 라인이 약간 뜨는건 아쉽네요	0
하자옷을 보내고 색감도 구리고 신축성은 좋아서 한치수다운가능	0
예쁜데 확실히 만원대 코트랑 같이 들어보면 많이 무거운편이예요	0
예쁘고 편하고 혼자 둘다 다해요 한장 더 사고 기모도 사려구요 맨날 이거만 입어요ㅠㅠ 니가 최고야	1
무탠다드 블레이저는 깔별로 사야죠 기본템으로 최고에요	1
엘무드 니트 기장도 짧고 좋네요 ㅎㅎ자주 애용할꺼같아요	1
제 몸 기준 어깨는 딱 맞고 기장은 살짝 기네요 쪼금 아쉽지만 그래도 이뻐요ㅎㅎ	0
배송이 느려서 오래기다리고 입을 일이 있었는데 못입었지만옷은 진짜 좋네요 옷감도 좋은거같고 핏도 좋아요  대만족	0
허리가 너무 커서 입을수가 없어요 입으면 바로 내려가네요	0
좋은가격에 좋은 옷구해갑미다 설날에복많이받으시고 대박나세요 무신사최고	1
휘뚜루마뚜루 입고 다닐 니트가 필요했는데 적당한 가격에 잘 구매했습니다 사이즈가 클까봐 걱정했는데 루즈핏으로 입을만한 것 같아요 촉감도 거슬리지 않아서 다음번엔 다른 색상 사보려구요 거울이 더러울 뿐 옷에는 먼지 안 붙어있었습니다	1
선택에 후회는 없습니다 완벽해요  다른색도 사러갑니다	1
키  몸무게  왔다갔다보통 체격 하체 튼튼 턱걸이 개 가뿐하게 함맨몸운동 몸키웠음 그냥 마른 근육옷 입으면 티 안 나는 몸 절대 큰몸 아님스펙 이정도인 거 보고 리뷰 봐주세요사진은 귀찮아서 대충 찍은거니까 이해뷰탁색감은 옷걸이에 걸린 색이 진짜임 그리고 옷 광고에 뜨는 색보다 아주살짝 연한느낌 매우 예뻐요 무조건 사세요 저는  샀습니다 어깨 끝에서 센치 넘어서 툭 떨어짐기장은 엉덩이 윗부분에 딱 떨어짐소매 손목 끝에 딱 좋게 떨어짐진짜 핏 대박입니다 저 처럼 후반부터 초반인 사람들 웬만한 맨투맨셔츠니트 사면 특히 니트사면 기장 애매해서 빼입으면 몸통 반이상 지나서 키작아보이니 무조건 넣어입죠 이건 그러지 않아도 됩니다 슬랙스에 입으면 딱 떨어집니다 정핏과 세미오버의 사이입니다위에 인사일런스 블루종이나 오버코트 입어도 정말 예뻐요 이너로도 좋고 단독으로고 좋습니다기장 좀 더 내리고 촤르르 하게 입으시려면 으로 가도 될듯해요 저보다 마르셨으면 무조건 가세요키는 저랑 비슷한데 덩치있는 분들은 쿠어자바나스타입으로 가시면 될 듯 합니다여기는 마름과 보통체격과 키작은 사람들이 입기에 매우 좋습니다 깔끔다른 후기에 보면 얇다 보풀이 잘 일어날 거 같다 하는데요 만원 하는 니트도 보풀은 일어나요 보풀때문에 싫다는건 말이 안 됨그리고 얇다는것도 동의 못 함 정말 묵직하고 부드럽고 딱 겨울옷임 가을에 단독에 자켓이고자바나스보다는 얇은데 정말 묵직하고 툭 떨어짐너무 고급스럽네요 쿠어자바나스퍼스널팩엘무드더니컴등이런 류의 옷은 잘 사지 않았어요옷 카페만 드가면 다 사고 유튜버들 줄줄 소개해대니까 광고같아서 믿음도 안 갔어요니트같은 경우 코오롱몰에 있는 브랜드처럼 사이즈도 정확하게 나오고 옷 핏 질감도 증명된 옷 만 샀어요 위와 같은 곳과 비교하기에는 한참 아래지만 이가격에 정말 훌륭하네요 세일쿠폰해서 만원대에 사는거니까 정말 좋아요만원은 좀 비싼감이 있습니다 포장을 정말 훌륭하게 해주시는데 옵션에 넣고 단가를 내려도 좋을 듯 하네요어쨌든 매우 강추 입니다	1
와 진짜 핏이 너무 좋네요 기장이랑 소매 완벽합니돠	1
요즘 나갈 일이 별로 없어서 잠옷 입고 나갈때 자주 입는거 같아요	1
너무 얇은 게 조금 아쉽네요 목 부분은 적당히 튼튼해보여요 확실히 커버낫 반팔들은 팔부분이 다른 오버핏 티셔츠보다 긴 것 같네요 ㅎㅎ	0
와 진짜 너무 안 이뻐요 너무 빳빳하고 어깨 넓어 보이고 각져있고 길이도 어정쩡하고 뚱뚱해보이고 그냥 너무 이상해요 한 번만 만져봤으면 절대 절대 안 샀을 것 같아요	0
제키에 길이 적당합니당 무엇보다 허리에 실끈 아니라서 넘흐 좋아요무게가 좀 무거운거 빼곤 다 만족해용	1
너무 많은걸 바란건 아닌거같은데 마감이 너무 아쉽네요여기저기 아쉬운 부분이 많습니다	0
원하던 색상이라 좋아요 부드럽고 터치감 좋아서 그냥 입을수 있네요	1
수아레 니트가 요새 인기가 많아서 하나 구입했는데 가성비 최고인 것 같습니다	1
 에 핏감두께감 죠습니다 저희 신랑한테는 소매가 좀 짧아 아쉽긴하네요	0
세트로 샀는데 블레이져 만족합니다 크롭컷 슬랙스는 처음이라 기장이 이게 맞나 싶긴합니다 ㅋㅋ 기장 늘려서 입어야 될듯하네요	0
예뻐예뻐ㅠㅠ 맨투맨 작년에 산거랑 같이 입을라고 샀는데 최고양	1
코디로만 봤을 땐 너무 이쁘고 좋아요하지만 입을 때는 빡빡하다 느낌이 들기는 합니다개인적으로는 만족하네요	0
허리에비해서 허벅지 통이 좀 좁은 느낌이에요허리사이즈는 큰데 허벅지가 딱 맞는 수준이에요	0
사이즈 이쁘게 딱 맞고 재질도 너무 좋아요 ㅎㅎ 핏도 이쁘게 떨어지더라구요	1
착용 했을 때 핏감도 잘 맞아서 좋고 색감도 완벽해서 좋네요	1
너무 만족합니다 가성비가 일단 너무 좋아요 핏도 굿	1
가격도 싸고 안감도 거칠지않고 사이즈도 여러개로 나와서 좋은거같습니다	1
덩치 좋으신분들이 입을때 옷이 쪼그라들지않게 입어야할거같아요 ㅠㅠ 자주안입게되네요	0
지퍼가 빡빡해서 고군분투했어요주 그렇게 하다보니 잘 들어가요 밑단 쭈리가 붕떠서 별로에요재구매 의사 없습니다 이게 왜 위야	0
기본스러운 자켓가격 그 이상을 기대말고 편하게 입으면 될듯	0
   사이즈 잘맞고 배송도 빨라서 만족합니다	1
기장이 아쉽네요 더 길게 쭉 떨어져서 신발에 착 가라앉는걸 원했는데 짧아서 어려워요	0
어깨가 넓긴한데 오버핏이라 괜찮아요 치마랑 입기 너무 좋아요	1
색감 엄청 진하고 기장감도 너무 좋아요 소재도 고급스러워요	1
할인할때 저렴하게 구매했네요 괜찮은것같아요	1
가성비 너무 좋아요촉감도 좋고 핏도 맘에 들어요	1
이쁜거같아요 올겨울 니트는 이걸로 끝내려구요	1
가격대비 핏 좋고요 소재는 좀 힘없는 느낌이긴 한데 가격대비 너무 좋아요	1
딱 만원만큼의 바지에요앞지퍼는 막혀있는 가짜에요슬랙스인척하는 고무줄바지라서생각보다 핏이 안이쁜 탓에가기싫은 제 회사 출근복이 될꺼같에요	0
옷 너무 예뻐요 보들보들하고 진짜 마음에 쏙 들어요 봄 내내 입을 것 같아요	1
그냥 말이 필요없이 완벽한 만족감을 얻을 수 있습니다	1
엘무드 화란니트는 믿고 고릅니다재구매율 프로 블랙 니트를 번의 겨울동안 착용하다가 올이 풀리는 바람에  재구매했습니다 화란니트만한 제품이 없어요컬러별로 개의 색상을 입고있습니다 다른색상도 또 기대합니다	1
진짜 딱 좋은 핏이고 재질이네요 가성비 최고 갑입니다	1
그냥 가디건임닏 가격에 맞춰 그냥 입기 좋아요 그냥저냥	0
무신사 스탠다드는 디테일도 있고 팬츠 퀄리티도 좋아서 잘 입고 있어요 다만 여성복 남성복 할 거 없이 다른 부위에 비해 허리가 제법 크게 나오는 편이라 저는 매번 손보아서 입어야 하는 입장인 게 아쉽네요 그래서 히든 밴딩의 효과는 전혀 누리질 못하고 있습니다평소 하의는  착용합니다	0
널널하고 편하고 블레이저는 무탠다드가 가성비가 최고입니다 진짜 몇번이고 재구매 할덧	1
딱 세미오버핏에 완전 화이트라 너무 예쁘지만 더러워질 걱정만 빼면 더 완벽	1
다른 브랜드 비슷한 가격대 옷들과 비교해봤는데 솔직히 울캐시미어 등급은 잘 볼줄 몰라서 핏기장 위주로 제 나름 꼼꼼히 살펴봤습니다제 팔길이는 평균인데 적당히 손목을 덮고 무릎도 적당히 덮어 롱코트의 느낌을 은은하게 내는것같습니다가슴과 어깨가 다른 브랜드보다 조금 더 길어서 이너를 조금더 챙겨가도 덜부대낄것같아요제 신장에 상체발달형이신 분들 참고하시면 좋을것같습니다보풀이나는지는 입어보면서 지켜봐야할것같아요좋은 옷 감사합니다	1
데일리 출근복 전투복 가성비 최고 무탠다드짱이에요	1
보풀이 쉽게 일어나서 아쉽지만 가성비는 좋습니다	0
다른부분에선 만족하다가 귀찮은일 생겨서 짜증 확납니다 마감부분 제발 좀 신경써서 하던가 아님 양옆 주머니 실로 막아놓지를 말던가 무튼 다들 상품 받으면 주머니 부분부터 확은 바로 하세요	0
말라서 허리 맞는 곳이 없는데 토피는 정말 잘 맞아서 너무 좋아용 토피짱최고	1
막 부들부들하진 않고 안에 반팔 하나 입으면 딱길이는 적당한데 소매가 살짝 길어서 아쉽여기거 초록 반팔 니트 샀다가 색이 마음에 들어서 긴팔도 구매	0
다리가 길어서 옷사기가 너무 힘든데 짧은사이즈 긴사이즈 구분되어 나와서 너무 좋아요	1
재질이 별로인거 빼고 다 맘에들어요 세일때 사서 대만족	0
생각 의외로 착용감 편하고 핏이 좋아요가성비 최고	1
머리가 크지만 어깨선 덕에 머리 커보이지 않을 거란 설렘을 품고 입을 수 있는 옷임	1
흰목도리랑 흰 부츠랑 같이 코디하면 너무 예뻐요ㅠㅠ 기장은 기준 발목까지 와용	1
골반이 조금 껴서 그레이는 미디움 시킵니다 그래도 핏이 너무 이쁘내요 ㅜ 세미 정장으로도 최고일거같아요	1
살짝 큰감이 있고 색이 생각보다 탁해요 그래도 무난한듯	0
저랑 사이즈 비슷하면 무조건 이 편하실거에여	1
